client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473708.mp3	Horrible.	2	1	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473710.mp3	Adquireix els coneixements econòmics, comercials i socials que li permeten funcionar com a professional autònom.	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473711.mp3	Seguiu-me!	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473712.mp3	En cas de zones de pesca controlada que passen per dues o més comarques, hi figurarà un municipi per comarca.	2	1	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473724.mp3	Si ho feu pel vostre compte, envieu còpies de les vostres cartes a les organitzacions citades anteriorment.	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473726.mp3	Per Nadal, qui res no estrena, res no val.	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473728.mp3	"En l'actuació hi ha quatre masos."	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473730.mp3	Olla vella, bony o forat, o tot plegat.	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473732.mp3	"Abans d'instal·lar-lo llegiu-ne els requeriments de maquinari i programari."	2	1	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473748.mp3	Ximple!	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473749.mp3	Com esteu?	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473750.mp3	Estava nerviós.	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473751.mp3	La llengua és una matèria viva que construïm entre tots.	2	1	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_17473752.mp3	La resposta a aquestes necessitats poden ser les extensions.	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_19895039.mp3	Com totes les crucíferes sembla que el seu consum protegeix del càncer.	2	1	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_19895040.mp3	Durant aquest període el govern sud-coreà passa a controlar els mitjans públics de manera fèrria.	2	1	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_19895042.mp3	Les peces es van fer més fines i delicades.	3	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_19895043.mp3	Ell va ser un observador diligent i va publicar els seus en diverses transaccions científiques.	2	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_19895125.mp3	Està associada amb el Cercle Català de Negocis, una associació empresarial catalana.	3	0	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_19895127.mp3	La casa és propietat dels descendents directes dels Suquet, que ara tenen el cognom Costa.	2	1	fourties	female	septentrional	ca	
13c5c4f0411a069e417ab8e6ba353f4b1c65da35f22a6fdbbdfd504cfae0dacf40b10b74f2c07c9375306d96241c29a7b483d10b2fac81d3cbfc3d43b27b5241	common_voice_ca_19895128.mp3	És més sensible al fred que el bròquil però menys sensible a la calor.	2	0	fourties	female	septentrional	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21392794.mp3	És endèmic dels vessants septentrionals del Caucas, a Rússia.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21392795.mp3	Una superfície és carregada amb electricitat estàtica en forma uniforme.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21392796.mp3	El desistiment ha de ser total.	2	1	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21392797.mp3	Els buits de les façanes estan emmarcats amb brancals i llinda plana de ceràmica.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21392798.mp3	"De manera inversa augmentant la superfície exposada augment l'intercanvi de calor."	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21392801.mp3	Avui dia constitueix una de les atraccions turístiques del Iemen.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21392802.mp3	La mida i localització de la incisió depèn de la situació clínica.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21392803.mp3	La consciència mútua es va mantenir baixa i el coneixement ferm entre ells era limitat.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21399993.mp3	Es troba just on acaba la platja de Llevant i comença la Serra Gelada.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21399994.mp3	Va ser el compositor més destacat de la família Bach de la seva generació.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21399995.mp3	Altres classificacions, vistes a continuació, són: per escala, per relació funcional o per topologia.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21399997.mp3	El poble se situa al centre del terme municipal, a tocar del cap de municipi.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477876.mp3	Va tenir males relacions amb Hitler i va arribar a condemnar el règim feixista.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477877.mp3	Són tots homes vells rondinaires i dones.	2	1	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477879.mp3	En els individus adults, la medul·la vermella persisteix en els intersticis dels ossos esponjosos.	2	1	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477880.mp3	Va estudiar disseny gràfic.	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477891.mp3	"Jaume el Just va renunciar al regne per la pau d'Anagni."	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477892.mp3	"Aquest valor s'ha d'actualitzar per la variació anual."	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477893.mp3	"A l'edat mitjana, la vila canvia de nom després de l'edificació del castell pels ducs."	2	1	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477894.mp3	"El nombre d'alumnes ja havia augmentat."	2	0	teens	male	central	ca	
1586613271dd2083323d03f356bd6912735268eb070d599d4166538f613c28d7055012f507799afaef890eaa75a4041a67c68a5c2442db250f20df1abed8869a	common_voice_ca_21477895.mp3	"És un edifici entre mitgeres a l'angle del carrer medieval de Sant Cebrià de baix."	2	0	teens	male	central	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229867.mp3	Excepte en les primeres Cimeres, totes han girat sobre un tema.	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229869.mp3	La informació fotogràfica és abundant.	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229870.mp3	Hi estudià filosofia i teologia.	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229871.mp3	"També hi havia l'ermita de Sant Llorenç."	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229872.mp3	A les cruïlles dels camins se situaven unes placetes amb llocs de descans.	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229937.mp3	Està vinculat culturalment al barri de Sant Andreu del Palomar de Barcelona.	2	1	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229941.mp3	Els homes del seu batalló afirmaren que era un bon comandant.	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229944.mp3	"Va presidir l'associació durant dotze anys i actualment n'és el president d'honor."	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229945.mp3	Ell parla, però ella es comunica tota la pel·lícula amb llengua de signes.	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20229946.mp3	"Les basses estan molt amenaçades per l'expansió dels conreus."	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20230007.mp3	"Els seus eslògans van anar variant depenent de l'any."	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20230009.mp3	Amb tot, el mas ha conservat sempre el nom de Peracaula.	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20230012.mp3	"Els déus oloren la fragància i s'ajunten afamats."	2	0	sixties	male	nord-occidental	ca	
1d487882a76e3930d7e4dbddcfe3051bff8e547c4c72f732598ccabed176e41ec52c2d46bcd0107177c47c61578e7202ccded0aecba74ae8e68076e133cfb090	common_voice_ca_20230015.mp3	Ha rebut també altres subvencions puntuals.	2	0	sixties	male	nord-occidental	ca	
